salario,salario_reale,eta,istruzione,annistruzione,genere,cittadinanza,tiponucleo,area5,area3,regione,statocivile,oredilavoro,qualifica,contratto,settore,peso
1500,1469.4244604316546,64,10,18,Femmina,Cittadino italiano,Coppia con figli,Sud,Mezzogiorno,Puglia,Coniugato/a,18,Impiegato,A tempo pieno,Istruzione,3723.6
1400,1371.462829736211,56,4,11,Femmina,Cittadino italiano,Persona isolata,Nord-Ovest,Nord,Liguria,Celibe/nubile,40,Impiegato,A tempo pieno,Attività legali e contabilità,510.2
1400,1371.462829736211,53,3,8,Maschio,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Friuli Venezia Giulia,Coniugato/a,36,Operaio,A tempo pieno,Telecomunicazioni,264.4
1020,999.2086330935252,40,10,18,Femmina,Cittadino italiano,Coppia con figli,Sud,Mezzogiorno,Campania,Coniugato/a,20,Impiegato,A tempo parziale (part-time),Commercio al dettaglio (escluso quello di autoveicoli e di motocicli),1582.6
310,303.6810551558753,45,5,13,Maschio,Cittadino italiano,Coppia con figli,Sud,Mezzogiorno,Campania,Coniugato/a,25,Impiegato,A tempo parziale (part-time),Commercio al dettaglio (escluso quello di autoveicoli e di motocicli),1582.6
1700,1665.347721822542,50,3,8,Maschio,Cittadino italiano,Coppia con figli,Centro,Centro,Toscana,Coniugato/a,40,Operaio,A tempo pieno,Industrie tessili,976.5
1000,979.6163069544364,52,5,13,Femmina,Cittadino italiano,Coppia con figli,Centro,Centro,Toscana,Coniugato/a,30,Impiegato,A tempo parziale (part-time),Assistenza sociale non residenziale,976.5
540,528.9928057553957,21,5,13,Maschio,Cittadino italiano,Coppia con figli,Centro,Centro,Toscana,Celibe/nubile,12,Operaio,A tempo parziale (part-time),Magazzinaggio e attività di supporto ai trasporti,976.5
1700,1665.347721822542,46,12,19,Femmina,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Trentino-Alto Adige,Coniugato/a,25,Impiegato,A tempo parziale (part-time),Assistenza sociale non residenziale,184.9
1000,979.6163069544364,20,5,13,Maschio,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Trentino-Alto Adige,Celibe/nubile,38,Apprendista,A tempo pieno,Assistenza sanitaria,184.9
1620,1586.9784172661869,55,4,11,Maschio,Cittadino italiano,Coppia senza figli,Centro,Centro,Marche,Coniugato/a,40,Operaio,A tempo pieno,Altre industrie manifatturiere,431.2
810,793.4892086330934,55,3,8,Femmina,Cittadino italiano,Coppia senza figli,Centro,Centro,Marche,Coniugato/a,21,Operaio,A tempo parziale (part-time),Commercio al dettaglio (escluso quello di autoveicoli e di motocicli),431.2
600,587.7697841726618,46,3,8,Femmina,Cittadino italiano,Persona isolata,Sud,Mezzogiorno,Abruzzo,Celibe/nubile,20,Operaio,A tempo parziale (part-time),Confezione di articoli di abbigliamento; confezione di articoli in pelle e pelliccia,184.4
500,489.8081534772182,44,3,8,Femmina,Cittadino italiano,Monogenitore femmina,Sud,Mezzogiorno,Abruzzo,Separato/a o divorziato/a,20,Operaio,A tempo parziale (part-time),Confezione di articoli di abbigliamento; confezione di articoli in pelle e pelliccia,184.4
1130,1106.9664268585132,43,3,8,Maschio,Cittadino italiano,Coppia con figli,Sud,Mezzogiorno,Abruzzo,Coniugato/a,36,Operaio,A tempo pieno,"Attività di raccolta, trattamento e smaltimento dei rifiuti; recupero dei materiali",992.1
590,577.9736211031175,36,5,13,Maschio,Cittadino italiano,Coppia senza figli,Sud,Mezzogiorno,Campania,Coniugato/a,15,Operaio,A tempo parziale (part-time),Industrie alimentari,2437.2
800,783.6930455635492,43,10,18,Femmina,Cittadino italiano,Persona isolata,Isole,Mezzogiorno,Sicilia,Separato/a o divorziato/a,36,Impiegato,A tempo pieno,Attività di supporto per le funzioni d'ufficio e altri servizi di supporto alle imprese,494
690,675.9352517985611,26,5,13,Maschio,cittadino straniero non UE,Coppia con figli,Nord-Ovest,Nord,Lombardia,Celibe/nubile,20,Operaio,A tempo parziale (part-time),Commercio all'ingrosso e al dettaglio e riparazione di autoveicoli e motocicli,679.4
860,842.4700239808153,23,5,13,Maschio,cittadino straniero non UE,Coppia con figli,Nord-Ovest,Nord,Lombardia,Celibe/nubile,40,Operaio,A tempo pieno,Gestione delle reti fognarie,679.4
1170,1146.151079136691,38,5,13,Femmina,Cittadino italiano,Coppia con figli,Centro,Centro,Toscana,Coniugato/a,36,Impiegato,A tempo pieno,Assistenza sociale non residenziale,542.6
1300,1273.5011990407672,51,5,13,Maschio,cittadino straniero UE,Coppia con figli,Nord-Est,Nord,Trentino-Alto Adige,Coniugato/a,40,Operaio,A tempo pieno,Trasporto terrestre e trasporto mediante condotte,212.1
1000,979.6163069544364,60,3,8,Maschio,Cittadino italiano,Coppia con figli,Centro,Centro,Marche,Coniugato/a,39,Operaio,A tempo pieno,Industrie alimentari,277.4
1300,1273.5011990407672,56,5,13,Femmina,Cittadino italiano,Coppia con figli,Centro,Centro,Marche,Coniugato/a,44,Impiegato,A tempo pieno,Commercio al dettaglio (escluso quello di autoveicoli e di motocicli),277.4
1200,1175.5395683453237,57,3,8,Femmina,Cittadino italiano,Coppia senza figli,Nord-Est,Nord,Veneto,Coniugato/a,36,Operaio,A tempo pieno,Assistenza sanitaria,658.4
1500,1469.4244604316546,32,5,13,Maschio,Cittadino italiano,Coppia senza figli,Centro,Centro,Toscana,Coniugato/a,40,Operaio,A tempo pieno,Fabbricazione di prodotti in metallo (esclusi macchinari e attrezzature),732.6
1480,1449.8321342925658,36,3,8,Maschio,Cittadino italiano,Monogenitore maschio,Nord-Est,Nord,Friuli Venezia Giulia,Celibe/nubile,40,Operaio,A tempo pieno,Fabbricazione di altri prodotti della lavorazione di minerali non metalliferi,501.4
1330,1302.8896882494005,19,3,8,Femmina,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Veneto,Celibe/nubile,40,Apprendista,A tempo pieno,Fabbricazione di prodotti in metallo (esclusi macchinari e attrezzature),950.3
1570,1537.997601918465,49,5,13,Maschio,Cittadino italiano,Persona isolata,Nord-Ovest,Nord,Lombardia,Separato/a o divorziato/a,37,Impiegato,A tempo pieno,Attività ausiliarie dei servizi finanziari e delle attività assicurative,1370.2
2390,2341.282973621103,45,10,18,Maschio,Cittadino italiano,Coppia senza figli,Nord-Est,Nord,Veneto,Coniugato/a,45,Quadro,A tempo pieno,Fabbricazione di altri prodotti della lavorazione di minerali non metalliferi,731.4
1500,1469.4244604316546,54,1,0,Maschio,Cittadino italiano,Coppia con figli,Isole,Mezzogiorno,Sicilia,Coniugato/a,40,Operaio,A tempo pieno,Commercio al dettaglio (escluso quello di autoveicoli e di motocicli),566.9
250,244.9040767386091,24,8,16,Femmina,Cittadino italiano,Coppia con figli,Isole,Mezzogiorno,Sicilia,Celibe/nubile,20,Impiegato,A tempo parziale (part-time),Istruzione,566.9
1600,1567.3860911270983,53,5,13,Maschio,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Piemonte,Coniugato/a,40,Operaio,A tempo pieno,Industrie alimentari,317.6
750,734.7122302158273,53,5,13,Femmina,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Piemonte,Coniugato/a,20,Impiegato,A tempo parziale (part-time),Commercio all'ingrosso e al dettaglio e riparazione di autoveicoli e motocicli,317.6
1700,1665.347721822542,58,10,18,Maschio,Cittadino italiano,Persona isolata,Sud,Mezzogiorno,Calabria,Separato/a o divorziato/a,42,Impiegato,A tempo pieno,Assistenza sanitaria,438.1
1400,1371.462829736211,59,3,8,Femmina,Cittadino italiano,Coppia senza figli,Nord-Est,Nord,Emilia Romagna,Separato/a o divorziato/a,36,Operaio,A tempo pieno,Assistenza sociale non residenziale,766.3
2000,1959.2326139088727,46,3,8,Maschio,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Lombardia,Coniugato/a,40,Operaio,A tempo pieno,Fabbricazione di prodotti in metallo (esclusi macchinari e attrezzature),420
1500,1469.4244604316546,50,11,19,Femmina,Cittadino italiano,Monogenitore femmina,Centro,Centro,Lazio,Separato/a o divorziato/a,27,Impiegato,A tempo pieno,Istruzione,2210.1
1500,1469.4244604316546,58,3,8,Maschio,Cittadino italiano,Coppia con figli,Isole,Mezzogiorno,Sicilia,Coniugato/a,36,Impiegato,A tempo pieno,Amministrazione pubblica e difesa; assicurazione sociale obbligatoria,343.2
1700,1665.347721822542,42,8,16,Femmina,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Lombardia,Coniugato/a,40,Impiegato,A tempo pieno,"Fornitura di energia elettrica, gas, vapore e aria condizionata",1309.2
1100,1077.57793764988,46,5,13,Femmina,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Veneto,Separato/a o divorziato/a,40,Operaio,A tempo pieno,Industrie alimentari,793.9
1400,1371.462829736211,47,3,8,Maschio,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Emilia Romagna,Coniugato/a,45,Operaio,A tempo pieno,"Coltivazioni agricole e produzione di prodotti animali, caccia e servizi connessi",1121.5
400,391.8465227817746,44,4,11,Femmina,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Emilia Romagna,Coniugato/a,20,Operaio,A tempo parziale (part-time),Assistenza sociale non residenziale,1121.5
1300,1273.5011990407672,43,3,8,Maschio,cittadino straniero non UE,Coppia con figli,Nord-Ovest,Nord,Lombardia,Coniugato/a,40,Operaio,A tempo pieno,Fabbricazione di mobili,485.1
2500,2449.040767386091,63,3,8,Maschio,Cittadino italiano,Coppia con figli,Centro,Centro,Marche,Coniugato/a,40,Impiegato,A tempo pieno,Commercio all'ingrosso (escluso quello di autoveicoli e di motocicli),176.7
1300,1273.5011990407672,28,4,11,Femmina,cittadino straniero non UE,Coppia con figli,Nord-Est,Nord,Trentino-Alto Adige,Coniugato/a,38,Impiegato,A tempo pieno,Servizi di assistenza sociale residenziale,520.7
1300,1273.5011990407672,47,5,13,Femmina,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Piemonte,Separato/a o divorziato/a,40,Operaio,A tempo pieno,Commercio al dettaglio (escluso quello di autoveicoli e di motocicli),667.4
2100,2057.1942446043163,52,3,8,Maschio,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Piemonte,Separato/a o divorziato/a,36,Impiegato,A tempo pieno,Amministrazione pubblica e difesa; assicurazione sociale obbligatoria,667.4
1660,1626.1630695443644,60,5,13,Maschio,Cittadino italiano,Coppia con figli,Centro,Centro,Marche,Coniugato/a,36,Impiegato,A tempo pieno,Amministrazione pubblica e difesa; assicurazione sociale obbligatoria,397.5
1820,1782.9016786570742,48,5,13,Maschio,Cittadino italiano,Persona isolata,Nord-Est,Nord,Veneto,Celibe/nubile,40,Operaio,A tempo pieno,Altre industrie manifatturiere,148.5
1000,979.6163069544364,57,3,8,Femmina,Cittadino italiano,Coppia senza figli,Centro,Centro,Umbria,Coniugato/a,40,Operaio,A tempo pieno,Attività di servizi per edifici e paesaggio,273.9
1500,1469.4244604316546,46,10,18,Femmina,Cittadino italiano,Coppia senza figli,Nord-Ovest,Nord,Lombardia,Coniugato/a,35,Impiegato,A tempo pieno,Istruzione,930.4
1400,1371.462829736211,58,3,8,Femmina,Cittadino italiano,Persona isolata,Nord-Ovest,Nord,Liguria,Vedovo/a,27,Impiegato,A tempo parziale (part-time),"Attività di biblioteche, archivi, musei ed altre attività culturali",403.5
1700,1665.347721822542,43,5,13,Maschio,Cittadino italiano,Monogenitore maschio,Sud,Mezzogiorno,Puglia,Celibe/nubile,40,Operaio,A tempo pieno,Lavori di costruzione specializzati,2634.2
1500,1469.4244604316546,41,5,13,Maschio,Cittadino italiano,Monogenitore maschio,Sud,Mezzogiorno,Puglia,Celibe/nubile,40,Impiegato,A tempo pieno,Amministrazione pubblica e difesa; assicurazione sociale obbligatoria,2634.2
1200,1175.5395683453237,49,5,13,Femmina,Cittadino italiano,Coppia con figli,Centro,Centro,Umbria,Coniugato/a,36,Operaio,A tempo pieno,Assistenza sociale non residenziale,344.4
1600,1567.3860911270983,34,5,13,Maschio,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Veneto,Coniugato/a,36,Impiegato,A tempo pieno,Amministrazione pubblica e difesa; assicurazione sociale obbligatoria,1257.3
650,636.7505995203836,32,5,13,Femmina,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Veneto,Coniugato/a,20,Operaio,A tempo parziale (part-time),Istruzione,1257.3
620,607.3621103117506,66,3,8,Femmina,cittadino straniero UE,Persona isolata,Nord-Est,Nord,Veneto,Vedovo/a,25,Operaio,A tempo parziale (part-time),Attività di famiglie e convivenze come datori di lavoro per personale domestico,532.1
400,391.8465227817746,46,5,13,Maschio,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Friuli Venezia Giulia,Coniugato/a,40,Operaio,A tempo pieno,Magazzinaggio e attività di supporto ai trasporti,366.4
780,764.1007194244604,46,5,13,Femmina,cittadino straniero UE,Persona isolata,Sud,Mezzogiorno,Calabria,Separato/a o divorziato/a,24,Operaio,A tempo parziale (part-time),Attività dei servizi di ristorazione,345.5
1800,1763.3093525179854,57,5,13,Maschio,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Veneto,Coniugato/a,36,Impiegato,A tempo pieno,Amministrazione pubblica e difesa; assicurazione sociale obbligatoria,574.1
1200,1175.5395683453237,28,5,13,Maschio,Cittadino italiano,Coppia senza figli,Nord-Ovest,Nord,Lombardia,Celibe/nubile,39,Operaio,A tempo pieno,Fabbricazione di macchinari ed apparecchiature nca,3216.8
900,881.6546762589927,26,5,13,Femmina,Cittadino italiano,Coppia senza figli,Nord-Ovest,Nord,Lombardia,Celibe/nubile,40,Impiegato,A tempo pieno,Attività immobiliari,3216.8
1350,1322.482014388489,52,3,8,Femmina,Cittadino italiano,Coppia senza figli,Nord-Ovest,Nord,Piemonte,Coniugato/a,40,Operaio,A tempo pieno,Confezione di articoli di abbigliamento; confezione di articoli in pelle e pelliccia,118.4
1650,1616.36690647482,48,3,8,Maschio,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Lombardia,Coniugato/a,40,Impiegato,A tempo pieno,Commercio all'ingrosso (escluso quello di autoveicoli e di motocicli),857.1
590,577.9736211031175,48,4,11,Femmina,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Lombardia,Coniugato/a,15,Operaio,A tempo parziale (part-time),Attività di servizi per edifici e paesaggio,857.1
1610,1577.1822541966426,51,8,16,Femmina,Cittadino italiano,Monogenitore femmina,Sud,Mezzogiorno,Calabria,Separato/a o divorziato/a,24,Impiegato,A tempo pieno,Istruzione,201.6
1160,1136.3549160671462,50,5,13,Maschio,Cittadino italiano,Persona isolata,Centro,Centro,Toscana,Separato/a o divorziato/a,40,Operaio,A tempo pieno,Amministrazione pubblica e difesa; assicurazione sociale obbligatoria,308.9
1110,1087.3741007194244,35,3,8,Maschio,Cittadino italiano,Coppia con figli,Centro,Centro,Lazio,Celibe/nubile,40,Operaio,A tempo pieno,Industrie alimentari,3791.8
580,568.1774580335731,34,3,8,Femmina,Cittadino italiano,Coppia con figli,Centro,Centro,Lazio,Celibe/nubile,20,Operaio,A tempo parziale (part-time),Attività di servizi per edifici e paesaggio,3791.8
1700,1665.347721822542,53,3,8,Maschio,Cittadino italiano,Persona isolata,Nord-Ovest,Nord,Lombardia,Separato/a o divorziato/a,50,Operaio,A tempo pieno,Attività di servizi per edifici e paesaggio,279
540,528.9928057553957,42,3,8,Femmina,cittadino straniero non UE,Monogenitore femmina,Nord-Ovest,Nord,Lombardia,Separato/a o divorziato/a,24,Operaio,A tempo parziale (part-time),Servizi di assistenza sociale residenziale,819.9
1100,1077.57793764988,24,5,13,Maschio,cittadino straniero non UE,Monogenitore femmina,Nord-Ovest,Nord,Lombardia,Celibe/nubile,40,Operaio,A tempo pieno,Fabbricazione di prodotti in metallo (esclusi macchinari e attrezzature),819.9
1660,1626.1630695443644,43,3,8,Maschio,Cittadino italiano,Persona isolata,Nord-Ovest,Nord,Piemonte,Celibe/nubile,50,Impiegato,A tempo pieno,Commercio al dettaglio (escluso quello di autoveicoli e di motocicli),707.4
2000,1959.2326139088727,45,10,18,Femmina,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Lombardia,Coniugato/a,43,Impiegato,A tempo pieno,Commercio all'ingrosso (escluso quello di autoveicoli e di motocicli),1117
1200,1175.5395683453237,45,3,8,Maschio,Cittadino italiano,Coppia con figli,Nord-Ovest,Nord,Lombardia,Coniugato/a,50,Operaio,A tempo pieno,Commercio all'ingrosso (escluso quello di autoveicoli e di motocicli),1117
1640,1606.5707434052756,38,5,13,Maschio,Cittadino italiano,Persona isolata,Centro,Centro,Toscana,Celibe/nubile,40,Operaio,A tempo pieno,"Attività di produzione cinematografica, di video e di programmi televisivi, di registrazioni musicali e sonore",269.6
1300,1273.5011990407672,43,3,8,Maschio,cittadino straniero non UE,Coppia con figli,Nord-Ovest,Nord,Liguria,Coniugato/a,40,Operaio,A tempo pieno,Lavori di costruzione specializzati,622.8
2400,2351.0791366906474,44,10,18,Maschio,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Friuli Venezia Giulia,Coniugato/a,43,Quadro,A tempo pieno,Attività di servizi finanziari (escluse le assicurazioni e i fondi pensione),613.9
1600,1567.3860911270983,44,5,13,Femmina,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Friuli Venezia Giulia,Coniugato/a,40,Impiegato,A tempo pieno,Assistenza sanitaria,613.9
1000,979.6163069544364,35,2,5,Maschio,Cittadino italiano,Persona isolata,Sud,Mezzogiorno,Basilicata,Separato/a o divorziato/a,40,Operaio,A tempo pieno,Industrie alimentari,144.9
1000,979.6163069544364,57,4,11,Maschio,Cittadino italiano,Coppia con figli,Centro,Centro,Toscana,Coniugato/a,36,Operaio,A tempo pieno,"Attività di raccolta, trattamento e smaltimento dei rifiuti; recupero dei materiali",326.8
1200,1175.5395683453237,53,5,13,Femmina,Cittadino italiano,Coppia con figli,Centro,Centro,Toscana,Coniugato/a,36,Operaio,A tempo pieno,Istruzione,326.8
1100,1077.57793764988,21,4,11,Maschio,Cittadino italiano,Coppia con figli,Centro,Centro,Toscana,Celibe/nubile,38,Operaio,A tempo pieno,"Attività di raccolta, trattamento e smaltimento dei rifiuti; recupero dei materiali",326.8
1580,1547.7937649880096,41,8,16,Maschio,Cittadino italiano,Coppia con figli,Centro,Centro,Toscana,Coniugato/a,40,Operaio,A tempo pieno,"Coltivazioni agricole e produzione di prodotti animali, caccia e servizi connessi",869.3
1800,1763.3093525179854,56,10,18,Femmina,Cittadino italiano,Coppia senza figli,Sud,Mezzogiorno,Abruzzo,Coniugato/a,40,Impiegato,A tempo pieno,Amministrazione pubblica e difesa; assicurazione sociale obbligatoria,288.5
1600,1567.3860911270983,63,5,13,Femmina,Cittadino italiano,Coppia con figli,Sud,Mezzogiorno,Puglia,Coniugato/a,25,Impiegato,A tempo pieno,Istruzione,763.3
1450,1420.4436450839328,60,3,8,Femmina,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Veneto,Coniugato/a,40,Operaio,A tempo pieno,Altre industrie manifatturiere,143.8
300,293.8848920863309,63,3,8,Femmina,Cittadino italiano,Coppia senza figli,Sud,Mezzogiorno,Campania,Coniugato/a,10,Operaio,A tempo parziale (part-time),Istruzione,1565.6
1800,1763.3093525179854,44,10,18,Femmina,Cittadino italiano,Monogenitore femmina,Nord-Ovest,Nord,Lombardia,Separato/a o divorziato/a,40,Impiegato,A tempo pieno,Fabbricazione di macchinari ed apparecchiature nca,433.4
1900,1861.2709832134292,52,10,18,Femmina,Cittadino italiano,Monogenitore femmina,Nord-Ovest,Nord,Valle d'Aosta,Celibe/nubile,30,Impiegato,A tempo pieno,Istruzione,57.9
1290,1263.705035971223,27,5,13,Femmina,Cittadino italiano,Coppia con figli,Centro,Centro,Umbria,Celibe/nubile,22,Quadro,A tempo pieno,Istruzione,186.6
2200,2155.15587529976,42,3,8,Maschio,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Veneto,Coniugato/a,40,Operaio,A tempo pieno,Fabbricazione di carta e di prodotti di carta,835.6
1350,1322.482014388489,38,5,13,Femmina,Cittadino italiano,Coppia con figli,Nord-Est,Nord,Veneto,Coniugato/a,38,Impiegato,A tempo pieno,"Assicurazioni, riassicurazioni e fondi pensione (escluse le assicurazioni sociali obbligatorie)",835.6
900,881.6546762589927,37,3,8,Maschio,Cittadino italiano,Coppia con figli,Isole,Mezzogiorno,Sicilia,Coniugato/a,40,Operaio,A tempo pieno,Attività dei servizi di ristorazione,610.2
1200,1175.5395683453237,44,3,8,Maschio,Cittadino italiano,Monogenitore maschio,Sud,Mezzogiorno,Abruzzo,Celibe/nubile,40,Operaio,A tempo pieno,Attività di supporto per le funzioni d'ufficio e altri servizi di supporto alle imprese,1018.7
